,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,latitude,longitude
119,서울특별시 마포구청,서울특별시 마포구 홍익공원,서울특별시 마포구 서교동 359,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5522799114454,126.923250887024
120,서울특별시 마포구청,서울특별시 마포구 신수로6길 22-3,서울특별시 마포구 신수동 91-36,생활방범,1,200,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25,37.5487822872304,126.93550539636
121,서울특별시 마포구청,서울특별시 마포구 양화진공원,서울특별시 마포구 합정동 139-21,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5457268993933,126.911183484265
122,서울특별시 마포구청,서울특별시 마포구 301동 옆 한서초 뒤,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,,
123,서울특별시 마포구청,서울특별시 마포구 공원입구,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,,
124,서울특별시 마포구청,서울특별시 마포구 놀이터뒤 구름다리 옆,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,,
125,서울특별시 마포구청,서울특별시 마포구 놀이터 입구,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,,
126,서울특별시 마포구청,서울특별시 마포구 상암초등학교,서울특별시 마포구 상암동 115-10,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5765437391203,126.892909886987
127,서울특별시 마포구청,서울특별시 마포구 신북초등학교,서울특별시 마포구 중동 31-14,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.570993000072,126.905589188134
128,서울특별시 마포구청,서울특별시 마포구 성산어린이집,서울특별시 마포구 성산동 145-12,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5685276607557,126.908829547458
129,서울특별시 마포구청,서울특별시 마포구 중동초등학교 후문,서울특별시 마포구 성산동 134-121,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5667493752925,126.912202292937
130,서울특별시 마포구청,서울특별시 마포구 중동초등학교 정문,서울특별시 마포구 성산동 94-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5666434324843,126.911370049605
131,서울특별시 마포구청,서울특별시 마포구 꿈터유치원,서울특별시 마포구 성산동 200-209,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5653463299389,126.909044555227
132,서울특별시 마포구청,서울특별시 마포구 홍익유치원,서울특별시 마포구 망원동 431-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5587344722277,126.900329493989
133,서울특별시 마포구청,서울특별시 마포구 홍익사대초,서울특별시 마포구 성산동 242-5,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5590425326509,126.913854599878
134,서울특별시 마포구청,서울특별시 마포구 대진유치원,서울특별시 마포구 성산동 13-15,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5621955159046,126.916376432351
135,서울특별시 마포구청,서울특별시 마포구 창전어린이집,서울특별시 마포구 창전동 141-2,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5484936534092,126.93245543194
136,서울특별시 마포구청,서울특별시 마포구 신석초등학교,서울특별시 마포구 신수동 431-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5440583207855,126.936848940446
137,서울특별시 마포구청,서울특별시 마포구 삼성그린유치원,서울특별시 마포구 도화동 357-8,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5395370801012,126.951930249733
138,서울특별시 마포구청,서울특별시 마포구 정남유치원,서울특별시 마포구 염리동 45-5,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5501760311921,126.947801739561
139,서울특별시 마포구청,서울특별시 마포구 소의초등학교,서울특별시 마포구 아현동 386-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5521910396183,126.960760802611
140,서울특별시 마포구청,서울특별시 마포구 마포대로14가길 8,서울특별시 마포구 공덕동 105-218,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5491596903128,126.956007480465
141,서울특별시 마포구청,서울특별시 마포구 마포대로24길 33,서울특별시 마포구 아현동 751,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5530841902642,126.960939039865
142,서울특별시 마포구청,서울특별시 마포구 마포대로24안길 11,서울특별시 마포구 아현동 742-11,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.554597116761,126.96015380894
143,서울특별시 마포구청,서울특별시 마포구 마포대로26길 41,서울특별시 마포구 아현동 744,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5542586263765,126.959255559812
144,서울특별시 마포구청,서울특별시 마포구 만리재로16길 20-8,서울특별시 마포구 공덕동 4-57,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5432501845569,126.952597212913
145,서울특별시 마포구청,서울특별시 마포구 만리재옛6길 7-2,서울특별시 마포구 공덕동 110-11,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5485455266235,126.958363821925
146,서울특별시 마포구청,서울특별시 마포구 만리재옛길 54-1,서울특별시 마포구 공덕동 110-22,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5484473762255,126.957440435769
147,서울특별시 마포구청,서울특별시 마포구 손기정로 12길 14호,서울특별시 마포구 아현동 723-5,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5555265066194,126.96130316734
148,서울특별시 마포구청,서울특별시 마포구 마포대로18길 12,서울특별시 마포구 아현동 424-20,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5514349845448,126.956729819791
149,서울특별시 마포구청,서울특별시 마포구 손기정로 47-28,서울특별시 마포구 아현동 705,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5565394776845,126.962736761507
150,서울특별시 마포구청,서울특별시 마포구 마포대로19길 34,서울특별시 마포구 아현동 613-19,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5532402709633,126.955863996854
151,서울특별시 마포구청,서울특별시 마포구 신촌로30길 19,서울특별시 마포구 아현동 345-14,생활방범,2,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5562033834801,126.95221163916
152,서울특별시 마포구청,서울특별시 마포구 연남로 3,서울특별시 마포구 동교동 197-17 (동교 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5601685834173,126.923289684006
153,서울특별시 마포구청,서울특별시 마포구 마포대로4길 47,서울특별시 마포구 도화동 158,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5375912160853,126.946835087545
154,서울특별시 마포구청,서울특별시 마포구 새창로 4다길 18앞,서울특별시 마포구 도화동 196-7,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5408543508197,126.952027951595
155,서울특별시 마포구청,서울특별시 마포구 새창로6길 16,서울특별시 마포구 도화동 38-10,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5413990146668,126.952732472697
156,서울특별시 마포구청,서울특별시 마포구 독막로40길 7앞,서울특별시 마포구 대흥동 500-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5447818228217,126.944516963964
157,서울특별시 마포구청,서울특별시 마포구 토정로25안길 15옆,서울특별시 마포구 대흥동 773-6,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5442911966402,126.940898246411
158,서울특별시 마포구청,서울특별시 마포구 마포대로1길 16,서울특별시 마포구 용강동 50-16,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5397524919806,126.943127694915
159,서울특별시 마포구청,서울특별시 마포구 숭문4길 19,서울특별시 마포구 염리동 107-2,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5479703180607,126.946314729286
160,서울특별시 마포구청,서울특별시 마포구 고산2길 101,서울특별시 마포구 노고산동 4-74,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5547716646067,126.942755633658
161,서울특별시 마포구청,서울특별시 마포구 고산길 12,서울특별시 마포구 노고산동 31-113,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5533835221828,126.937930412882
162,서울특별시 마포구청,서울특별시 마포구 백범로1길 8,서울특별시 마포구 노고산동 31-77,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5542030284898,126.937520864177
163,서울특별시 마포구청,서울특별시 마포구 백범로16길 26,서울특별시 마포구 대흥동 327-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5465098424857,126.941854098475
164,서울특별시 마포구청,서울특별시 마포구 백범로4길 20,서울특별시 마포구 노고산동 109-29,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.552556094613,126.936101613191
165,서울특별시 마포구청,서울특별시 마포구 백범로18길 19,서울특별시 마포구 대흥동 245-6,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5465743593578,126.942885073029
166,서울특별시 마포구청,서울특별시 마포구 숭문길 220,서울특별시 마포구 염리동 9-130,생활방범,2,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5562305539977,126.946629832599
167,서울특별시 마포구청,서울특별시 마포구 숭문14길 13-1,서울특별시 마포구 염리동 17-9,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5530221467776,126.947060570766
168,서울특별시 마포구청,서울특별시 마포구 숭문12나길 17,서울특별시 마포구 염리동 28-31,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5518767700685,126.948423417963
169,서울특별시 마포구청,서울특별시 마포구 독막로 289,서울특별시 마포구 염리동 161-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5451002745334,126.945206084715
170,서울특별시 마포구청,서울특별시 마포구 대흥로11안길 7,서울특별시 마포구 신수동 62-111,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5449140322955,126.938296574745
171,서울특별시 마포구청,서울특별시 마포구 독막로32길 30,서울특별시 마포구 신수동 241-6,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5466611519029,126.943842978364
172,서울특별시 마포구청,서울특별시 마포구 독막로29길 22,서울특별시 마포구 신수동 89-36,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5480214768121,126.937694793639
173,서울특별시 마포구청,서울특별시 마포구 신수로 29,서울특별시 마포구 현석동 9-11,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5443574520081,126.93406855987
174,서울특별시 마포구청,서울특별시 마포구 봉원빗물펌프장 앞,서울특별시 마포구 신정동 93-2,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5437460214497,126.930123194914
175,서울특별시 마포구청,서울특별시 마포구 서강로11길 21,서울특별시 마포구 창전동2-45,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5536557053641,126.932413473789
176,서울특별시 마포구청,서울특별시 마포구 독막로21길 15,서울특별시 마포구 창전동 42-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5486512549551,126.928706377955
177,서울특별시 마포구청,서울특별시 마포구 잔다리어린이공원,서울특별시 마포구 서교동 479-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.554622454084,126.912847870616
178,서울특별시 마포구청,서울특별시 마포구 와우산로21길 20-11,서울특별시 마포구 서교동 358-121,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5528659878742,126.922750221759
179,서울특별시 마포구청,서울특별시 마포구 와우산로29길 26-31,서울특별시 마포구 서교동 328-73,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5554917523104,126.928623147059
180,서울특별시 마포구청,서울특별시 마포구 와우산로35길 39,서울특별시 마포구 서교동 329-11,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5561958737629,126.928694550991
181,서울특별시 마포구청,서울특별시 마포구 월드컵로7안길 20,서울특별시 마포구 합정동 431-40,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5523598618002,126.909126441009
182,서울특별시 마포구청,서울특별시 마포구 토정로4안길 5,서울특별시 마포구 합정동 82-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5449280761639,126.914706557796
183,서울특별시 마포구청,서울특별시 마포구 희우정로15길 5,서울특별시 마포구 망원동 457-58,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5536229580727,126.901879642862
184,서울특별시 마포구청,서울특별시 마포구 독막로40길 28,서울특별시 마포구 대흥동 504번지,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25,37.5438437278089,126.944246911342
185,서울특별시 마포구청,서울특별시 마포구 희우정로16길 32,서울특별시 마포구 망원동 398-2,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5545362988688,126.903757486922
186,서울특별시 마포구청,서울특별시 마포구 망원로 1-5,서울특별시 마포구 망원동 453-33,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.556094608131,126.896852665951
187,서울특별시 마포구청,서울특별시 마포구 동교로38길 33-11,서울특별시 마포구 연남동 390-38,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5617441327647,126.926125054452
188,서울특별시 마포구청,서울특별시 마포구 성미산로 195-4,서울특별시 마포구 연남동 226-17,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5627993260238,126.927178170415
189,서울특별시 마포구청,서울특별시 마포구 성미산로7안길 40,서울특별시 마포구  성산동 32-4,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.559948811492,126.91085623558
190,서울특별시 마포구청,서울특별시 마포구 연남로11길 40,서울특별시 마포구 성산동 609-12,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5653516143401,126.916747734208
191,서울특별시 마포구청,서울특별시 마포구 월드컵북로11길 18,서울특별시 마포구 성산동 39-12,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5601458894463,126.915073157158
192,서울특별시 마포구청,서울특별시 마포구 성암로9안길 3,서울특별시 마포구 중동 80-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5728354471704,126.903342284849
193,서울특별시 마포구청,서울특별시 마포구 새터산9길 11,서울특별시 마포구 성산동 200-337,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5657353405543,126.906391466642
194,서울특별시 마포구청,서울특별시 마포구 매봉산 근린공원입구,서울특별시 마포구 상암동 1632,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5740671187066,126.894796083432
195,서울특별시 마포구청,서울특별시 마포구 소의초교 뒤 공덕자이 113동 인근,서울특별시 마포구 마포구 아현동 385-128,생활방범,1,130,360도전방면,30,2017-11,02-3153-8433,99.999999,999.999999,2017-04-25,37.5521158533366,126.959688673385
196,서울특별시 마포구청,서울특별시 마포구 소의초교 뒤 공덕자이 106동 인근,서울특별시 마포구 마포구 아현동 392-218,생활방범,1,130,360도전방면,30,2017-11,02-3153-8433,99.999999,999.999999,2017-04-25,37.5527343095179,126.959982002049
197,서울특별시 마포구청,서울특별시 마포구 소의초교 뒤 공덕자이 105동 인근,서울특별시 마포구 마포구 아현동 387-39,생활방범,1,130,360도전방면,30,2017-11,02-3153-8433,99.999999,999.999999,2017-04-25,37.5531136326015,126.960226100625
198,서울특별시 마포구청,서울특별시 마포구 마포래미안푸르지오 공용지,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,,
199,서울특별시 마포구청,서울특별시 마포구 마포래미안푸르지오 공용지,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25,,
200,서울특별시 마포구청,서울특별시 마포구 도화동 340,서울특별시 마포구 도화2길 8,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5400420207414,126.94875661157
201,서울특별시 마포구청,서울특별시 마포구 도화동 218,서울특별시 마포구 삼개로5안길 20,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5381293126261,126.948291307111
202,서울특별시 마포구청,서울특별시 마포구 신공덕동 176,서울특별시 마포구 신공덕아이파크A 근린공원,생활방범,1,130,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5444510123827,126.955267460623
203,서울특별시 마포구청,서울특별시 마포구 성산동 667-1,서울특별시 마포구 성메어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5681052559774,126.914880846732
204,서울특별시 마포구청,서울특별시 마포구 중동 228,서울특별시 마포구 중동어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5684615639108,126.910438526102
205,서울특별시 마포구청,서울특별시 마포구 중동 36-27,서울특별시 마포구 중동소어린공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5706439635859,126.906646585716
206,서울특별시 마포구청,서울특별시 마포구 상암동 1619,서울특별시 마포구 새누리어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5754966453949,126.898226762397
207,서울특별시 마포구청,서울특별시 마포구 창전동 35-28,서울특별시 마포구 창전어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.550165144969,126.929145437944
208,서울특별시 마포구청,서울특별시 마포구 창전동 165-5,서울특별시 마포구 서강나루문화공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5452514341119,126.931064308902
209,서울특별시 마포구청,서울특별시 마포구 창전동(중앙하이츠아파트 입구),서울특별시 마포구 서강어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,,
210,서울특별시 마포구청,서울특별시 마포구 공덕동 470-1,서울특별시 마포구 큰더기어린이공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5501723650916,126.953180284557
211,서울특별시 마포구청,서울특별시 마포구 상암동 2-191,서울특별시 마포구 산사나무소공원,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25,37.5754752700996,126.896561843764
212,서울특별시 마포구청,서울특별시 마포구 만리재로 98,서울특별시 마포구 공덕동 16-3,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5488886877212,126.959949665964
213,서울특별시 마포구청,서울특별시 마포구 손기정로4길 17,서울특별시 마포구 아현동 721-1,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5563105710807,126.960897655034
214,서울특별시 마포구청,서울특별시 마포구 효창원로95길 18,서울특별시 마포구 공덕동 11-10,생활방범,3,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5489088840413,126.962438536015
215,서울특별시 마포구청,서울특별시 마포구 와우공원,서울특별시 마포구 창전동 3-242,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25,37.5519211142289,126.928636343075
216,서울특별시 마포구청,서울특별시 마포구 굴레방로9길 2,서울특별시 마포구 아현동 329-12,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5569269992642,126.955677770225
217,서울특별시 마포구청,서울특별시 마포구 새창로4가길 3,서울특별시 마포구 도화동 38-23,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5418637688342,126.951960790153
218,서울특별시 마포구청,서울특별시 마포구 삼개로5길 4-3,서울특별시 마포구 도화동 205-6,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5381413678526,126.947817565468
219,서울특별시 마포구청,서울특별시 마포구 대흥로2길 8,서울특별시 마포구 용강동 495-1,생활방범,2,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5420568170624,126.937338461573
220,서울특별시 마포구청,서울특별시 마포구 대흥로 145,서울특별시 마포구 대흥동 22-3,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5523337750905,126.945012560708
221,서울특별시 마포구청,서울특별시 마포구 신촌로24길 16-13,서울특별시 마포구 노고산동 19-26,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5553411070764,126.940943216841
222,서울특별시 마포구청,서울특별시 마포구 대흥로18가길 18,서울특별시 마포구 대흥동 34-9,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5498690548787,126.944311531667
223,서울특별시 마포구청,서울특별시 마포구 숭문16가길 17-9,서울특별시 마포구 염리동 10-58,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5550452986751,126.947630606167
224,서울특별시 마포구청,서울특별시 마포구 대흥로28길 32,서울특별시 마포구 염리동 10-47,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5552674488136,126.94772587776
225,서울특별시 마포구청,서울특별시 마포구 토정로 195,서울특별시 마포구 구수동 70-3,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5455657907179,126.93272734323
226,서울특별시 마포구청,서울특별시 마포구 신수로6길 3,서울특별시 마포구 신수동 91-101,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5484981289814,126.934591287101
227,서울특별시 마포구청,서울특별시 마포구 토정로9길 24,서울특별시 마포구 상수동 353-17,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5456482926697,126.923470851592
228,서울특별시 마포구청,서울특별시 마포구 독막로19길 37,서울특별시 마포구 상수동 93-26,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5488074473195,126.924075381933
229,서울특별시 마포구청,서울특별시 마포구 와우산로5길 54,서울특별시 마포구 상수동 319-4,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5473278084085,126.920174931082
230,서울특별시 마포구청,서울특별시 마포구 와우산로 33길 26,서울특별시 마포구 서교동 326-18,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.555504266884,126.929194925794
231,서울특별시 마포구청,서울특별시 마포구 잔다리로7길 31,서울특별시 마포구 서교동 379-5,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5527553658647,126.916123269491
232,서울특별시 마포구청,서울특별시 마포구 월드컵로 40,서울특별시 마포구 서교동 444-9,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.552907724745,126.912478984338
233,서울특별시 마포구청,서울특별시 마포구 와우산로23길 20-28,서울특별시 마포구 서교동 342-19,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5541940330681,126.925423377383
234,서울특별시 마포구청,서울특별시 마포구 와우산로25길 12,서울특별시 마포구 서교동 340-23,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5539098451667,126.926245379702
235,서울특별시 마포구청,서울특별시 마포구 희우정로 39-1,서울특별시 마포구 합정동 445-2,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5505334800647,126.906660461789
236,서울특별시 마포구청,서울특별시 마포구 희우정로1길 21,서울특별시 마포구 합정동 400-6,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5487824522893,126.907067358533
237,서울특별시 마포구청,서울특별시 마포구 토정로 28,서울특별시 마포구 합정동 198-49,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5454976029143,126.914037829517
238,서울특별시 마포구청,서울특별시 마포구 성지1길 32-26,서울특별시 마포구 합정동 366-39,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5473936316543,126.915015236565
239,서울특별시 마포구청,서울특별시 마포구 포은로8길 41,서울특별시 마포구 망원동 486-26,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5568458067571,126.907079024251
240,서울특별시 마포구청,서울특별시 마포구 월드컵로17길 66,서울특별시 마포구 망원동 57-197,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5545297069431,126.907421599829
241,서울특별시 마포구청,서울특별시 마포구 월드컵로17길 45,서울특별시 마포구 망원동 57-93,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5552987008444,126.907919230738
242,서울특별시 마포구청,서울특별시 마포구 동교로1길 22,서울특별시 마포구 망원동 236-2,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25,37.5522451222424,126.902041819314
